Master Species List (MSL),Islands Only Species (IOS) - Not valid on the Mainland,Mainland NFS P2/3 Sub-lists - Not valid on P2/3 plots within a specific NFS Region,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
MSL,.,.,.,6258,pink flame tree,Brachychiton,discolor,.,.,BRDI6,U,U,U,U,.,.,U,.
MSL,.,.,.,6259,whiteflower kurrajong,Brachychiton,populneum,.,.,BRPO6,U,U,U,U,.,.,U,.
MSL,.,.,.,6262,paper mulberry,Broussonetia,papyrifera,.,.,BRPA4,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,6264,angels-trumpet,Brugmansia,candida,.,.,BRCA12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6266,Oriental mangrove,Bruguiera,gymnorhiza,.,.,BRGY3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6267,smallflower bruguiera,Bruguiera,parviflora,.,.,BRPA15,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6268,Oriental mangrove,Bruguiera,sexangula,.,.,BRSE11,.,.,.,.,.,.,.,.
MSL,.,.,.,6270,West Indian sumac,Brunellia,comocladiifolia,.,.,BRCO6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6272,American brunfelsia,Brunfelsia,americana,.,.,BRAM4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6273,Serpentine Hill raintree,Brunfelsia,densifolia,.,.,BRDE4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6274,vega blanca,Brunfelsia,lactea,.,.,BRLA5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6275,Puerto Rico raintree,Brunfelsia,portoricensis,.,.,BRPO3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6277,omail,Buchanania,engleriana,.,.,BUEN,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6278,gasu,Buchanania,merrillii,.,.,BUME4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6279,"omail, deuachel",Buchanania,palawensis,.,.,BUPA16,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6283,fourleaf buchenavia,Buchenavia,tetraphylla,.,.,BUTE4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6284,gregorywood,Bucida,buceras,.,.,BUBU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6294,cafe falso,Bunchosia,glandulifera,.,.,BUGL2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6295,cafe forastero,Bunchosia,glandulosa,.,.,BUGL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6297,Bunchosia polystachia,Bunchosia,polystachia,.,.,BUPO5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6299,Burckella richii,Burckella,richii,.,.,BURI3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,854,gumbo limbo,Bursera,simaruba,.,.,BUSI,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,5328,South American jelly palm,Butia,capitata,.,.,BUCA15,.,.,.,.,.,.,.,.
MSL,.,.,.,6303,Buxus laevigata,Buxus,laevigata,.,.,BULA10,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6306,Vahl's box,Buxus,vahlii,.,.,BUVA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6308,maricao cimun,Byrsonima,crassifolia,.,.,BYCR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6311,Long Key locustberry,Byrsonima,lucida,.,.,BYLU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6313,doncella,Byrsonima,spicata,.,.,BYSP,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6315,almendrillo,Byrsonima,wadsworthii,.,.,BYWA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6317,divi divi,Caesalpinia,coriaria,.,.,CACO28,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6318,uhiuhi,Caesalpinia,kavaiensis,.,.,CAKA5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6319,pride-of-Barbados,Caesalpinia,pulcherrima,.,.,CAPU13,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6320,sappanwood,Caesalpinia,sappan,.,.,CASA28,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6316,nicker,Caesalpinia,spp.,.,.,CAESA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6325,Surinamese stickpea,Calliandra,surinamensis,.,.,CASU33,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6326,caparosa,Callicarpa,ampla,.,.,CAAM14,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6328,crimson bottlebrush,Callistemon,citrinus,.,.,CACI15,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6329,weeping bottlebrush,Callistemon,viminalis,.,.,CAVI23,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,6331,Callitris columellaris,Callitris,columellaris,.,.,CACO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,81,incense-cedar,Calocedrus,decurrens,.,.,CADE27,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,6338,Antilles calophyllum,Calophyllum,antillanum,.,.,CAAN22,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6341,Alexandrian laurel,Calophyllum,inophyllum,.,.,CAIN4,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6342,tamanu,Calophyllum,neo-ebudicum,.,.,CANE31,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6343,chesemolech,Calophyllum,pelewense,.,.,CAPE15,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6344,"olebtaches, chesemolech",Calophyllum,soulattri,.,.,CASO12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6346,roostertree,Calotropis,procera,.,.,CAPR,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6350,degame,Calycophyllum,candidissimum,.,.,CACA73,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6351,Kiaerskov's lidflower,Calyptranthes,kiaerskovii,.,.,CAKI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6352,limoncillo,Calyptranthes,krugii,.,.,CAKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6353,Luquillo forest lidflower,Calyptranthes,luquillensis,.,.,CALU12,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6354,pale lidflower,Calyptranthes,pallens,.,.,CAPA8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6355,Puerto Rico lidflower,Calyptranthes,portoricensis,.,.,CAPO9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6356,limoncillo de monte,Calyptranthes,sintenisii,.,.,CASI8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6358,Thomas' lidflower,Calyptranthes,thomasiana,.,.,CATH3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6359,myrtle of the river,Calyptranthes,zuzygium,.,.,CAZU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6360,Puerto Rico manac,Calyptronoma,rivalis,.,.,CARI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6366,"kelela charm, kiu",Campnosperma,brevipetiolatum,.,.,CABR18,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6370,ilang-ilang,Cananga,odorata,.,.,CAOD,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6373,mesecheues,Canarium,hirsutum,.,.,CAHI14,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6374,lukerr,Canarium,indicum,.,.,CAIN42,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6372,mafoa,Canarium,mafoa,.,.,CAHA39,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6375,Pili Nut,Canarium,ovatum,.,.,CAOV7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6378,maali,Canarium,vitiense,.,.,CAVI26,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6379,Canarium vulgare,Canarium,vulgare,.,.,CAVU9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6380,wild cinnamon,Canella,winterana,.,.,CAWI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6383,burro blanco,Capparis,amplissima,.,.,CAAM13,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6384,caper,Capparis,baducca,.,.,CABA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6386,Jamaican caper,Capparis,cynophallophora,.,.,CACY,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6387,falseteeth,Capparis,flexuosa,.,.,CAFL2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6389,broadleaf caper,Capparis,hastata,.,.,CAHA9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6390,linguam,Capparis,indica,.,.,CAIN5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,5375,Siberian peashrub,Caragana,arborescens,.,.,CAAR18,U,U,U,U,.,.,U,.
MSL,.,.,.,6393,crabwood,Carapa,guianensis,.,.,CAGU6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6395,papaya,Carica,papaya,.,.,CAPA23,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6397,scorpionbush,Carmona,retusa,.,.,CARE22,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,5378,European hornbeam,Carpinus,betulus,.,.,CABE8,U,U,U,U,.,.,U,.
MSL,.,.,.,391,"American hornbeam, musclewood",Carpinus,caroliniana,.,.,CACA18,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,409,mockernut hickory,Carya,alba,.,.,CAAL27,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,401,water hickory,Carya,aquatica,.,.,CAAQ2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,413,southern shagbark hickory,Carya,carolinae-septentrionalis,.,.,CACA38,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,402,bitternut hickory,Carya,cordiformis,.,.,CACO15,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,411,scrub hickory,Carya,floridana,.,.,CAFL6,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,403,pignut hickory,Carya,glabra,.,.,CAGL8,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,404,pecan,Carya,illinoinensis,.,.,CAIL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,405,shellbark hickory,Carya,laciniosa,.,.,CALA21,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,406,nutmeg hickory,Carya,myristiciformis,.,.,CAMY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,412,red hickory,Carya,ovalis,.,.,CAOV3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,407,shagbark hickory,Carya,ovata,.,.,CAOV2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,410,sand hickory,Carya,pallida,.,.,CAPA24,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,408,black hickory,Carya,texana,.,.,CATE9,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6399,fish tail palm,Caryota,mitis,.,.,CAMI36,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6401,fishtail palm,Caryota,urens,.,.,CAUR3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6402,rabo de ranton,Casearia,aculeata,.,.,CAAC3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6403,gia verde,Casearia,arborea,.,.,CAAR8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6405,keuert,Casearia,cauliflora,.,.,CACA28,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6406,wild honeytree,Casearia,decandra,.,.,CADE11,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6407,Guyanese wild coffee,Casearia,guianensis,.,.,CAGU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6410,crackopen,Casearia,sylvestris,.,.,CASY2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6415,golden shower,Cassia,fistula,.,.,CAFI3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6417,pink shower,Cassia,grandis,.,.,CAGR11,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6418,apple blossom,Cassia,javanica,.,.,CAJA3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6419,gold medallion tree,Cassia,leptophylla,.,.,CALE49,U,U,U,U,.,.,U,.
MSL,.,.,.,6425,marbletree,Cassine,xylocarpa,.,.,CAXY,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6427,goatwood,Cassipourea,guianensis,.,.,CAGU3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,5401,Japanese chestnut,Castanea,crenata,.,.,CACR27,U,U,U,U,.,.,U,.
MSL,.,.,.,421,American chestnut,Castanea,dentata,.,.,CADE12,"R, U","PNWS, U",U,"R, U",.,.,.,P2
MSL,.,.,.,424,Chinese chestnut,Castanea,mollissima,.,.,CAMO83,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,422,Allegheny chinkapin,Castanea,pumila,.,.,CAPU9,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,423,Ozark chinkapin,Castanea,pumila,ozarkensis,.,CAPUO,"R, U","PNWS, U",U,"R, U",.,.,.,P2
MSL,.,.,.,5402,European chestnut,Castanea,sativa,.,.,CASA27,U,U,U,U,.,.,U,.
MSL,.,.,.,6429,goatbush,Castela,erecta,.,.,CAER3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6430,Panama rubbertree,Castilla,elastica,.,.,CAEL5,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6433,river sheoak,Casuarina,cunninghamiana,.,.,CACU8,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6434,beach sheoak,Casuarina,equisetifolia,.,.,CAEQ,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,856,gray sheoak,Casuarina,glauca,.,.,CAGL11,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,857,belah,Casuarina,lepidophloia,.,.,CALE28,"R, U","PNWS, U","R, U","R, C, U",C,.,.,P2
MSL,.,.,.,6437,"gagu, australian pine",Casuarina,litorea,.,.,CALI8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,451,southern catalpa,Catalpa,bignonioides,.,.,CABI8,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6439,Haitian catalpa,Catalpa,longissima,.,.,CALO8,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,5411,Chinese catalpa,Catalpa,ovata,.,.,CAOV5,U,U,U,U,.,.,U,.
MSL,.,.,.,452,northern catalpa,Catalpa,speciosa,.,.,CASP8,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6441,trumpet tree,Cecropia,obtusifolia,.,.,CEOB,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6443,pumpwood,Cecropia,schreberiana,.,.,CESC9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6445,Spanish cedar,Cedrela,odorata,.,.,CEOD,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,5420,Atlas cedar,Cedrus,atlantica,.,.,CEAT4,U,U,U,U,.,.,U,.
MSL,.,.,.,5423,Deodar cedar,Cedrus,deodara,.,.,CEDE2,U,U,U,U,.,.,U,.
MSL,.,.,.,5421,cedar of Lebanon,Cedrus,libani,.,.,CELI6,U,U,U,U,.,.,U,.
MSL,.,.,.,6447,pochote,Ceiba,acuminata,.,.,CEAC4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6448,pochote,Ceiba,aesculifolia,.,.,CEAE2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6449,kapoktree,Ceiba,pentandra,.,.,CEPE2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,3,.,461,sugarberry,Celtis,laevigata,.,.,CELA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,462,hackberry,Celtis,occidentalis,.,.,CEOC,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,3,.,463,netleaf hackberry,Celtis,laevigata,reticulata,.,CELAR,.,.,.,.,.,.,.,P2
MSL,.,.,.,6452,Celtis paniculata,Celtis,paniculata,.,.,CEPA6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6458,Chinese hackberry,Celtis,sinensis,.,.,CESI8,U,U,U,U,.,.,U,.
MSL,.,.,.,6454,almex,Celtis,trinervia,.,.,CETR3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6457,St. John's bread,Ceratonia,siliqua,.,.,CESI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6460,emeridech,Cerbera,floribunda,.,.,CEFL2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6461,leva,Cerbera,manghas,.,.,CEMA20,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6462,chiute,Cerbera,odollam,.,.,CEOD2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,5435,katsura tree,Cercidiphyllum,japonicum,.,.,CEJA2,U,U,U,U,.,.,U,.
MSL,.,.,.,471,eastern redbud,Cercis,canadensis,.,.,CECA4,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,"5,6",w,475,curlleaf mountain-mahogany,Cercocarpus,ledifolius,.,.,CELE3,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,6468,lady of the night cactus,Cereus,hexagonus,.,.,CEHE3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6469,Cereus hildmannianus,Cereus,hildmannianus,.,.,CEHI3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6472,biut,Ceriops,tagal,.,.,CETA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6473,orange jessamine,Cestrum,aurantiacum,.,.,CEAU2,U,"P, U",U,U,.,P,.,.
MSL,IOS,.,.,6474,day jessamine,Cestrum,diurnum,.,.,CEDI6,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6475,galen del monte,Cestrum,laurifolium,.,.,CELA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6477,night jessamine,Cestrum,nocturnum,.,.,CENO,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,41,Port-Orford-cedar,Chamaecyparis,lawsoniana,.,.,CHLA,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,42,Alaska yellow-cedar,Chamaecyparis,nootkatensis,.,.,CHNO,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
MSL,.,.,.,5443,hinoki false cypress,Chamaecyparis,obtusa,.,.,CHOB8,U,U,U,U,.,.,U,.
MSL,.,.,.,5444,sawara-cypress,Chamaecyparis,pisifera,.,.,CHPI12,.,.,.,.,.,.,.,.
MSL,.,.,.,43,Atlantic white-cedar,Chamaecyparis,thyoides,.,.,CHTH2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6480,European fan palm,Chamaerops,humilis,.,.,CHHU7,U,U,U,U,.,.,U,.
MSL,.,.,.,6481,jointed sandmat,Chamaesyce,articulata,.,.,CHAR8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6482,koko,Chamaesyce,atrococca,.,.,CHAT2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6483,ekoko,Chamaesyce,celastroides,.,.,CHCE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6492,Herbsts sandmat,Chamaesyce,herbstii,.,.,CHHE3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6493,kokomalei,Chamaesyce,kuwaleana,.,.,CHKU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6494,alpine sandmat,Chamaesyce,olowaluana,.,.,CHOL3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6495,Koolau Range sandmat,Chamaesyce,rockii,.,.,CHRO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6497,Napali coast papala,Charpentiera,densiflora,.,.,CHDE3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6498,ellipticleaf papala,Charpentiera,elliptica,.,.,CHEL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6499,broadleaf papala,Charpentiera,obovata,.,.,CHOB2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6500,Koolau Range papala,Charpentiera,ovata,.,.,CHOV2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6504,Waianae Range papala,Charpentiera,tomentosa,.,.,CHTO3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6507,Domins club,Cheirodendron,dominii,.,.,CHDO3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6508,Fauries club,Cheirodendron,fauriei,.,.,CHFA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6509,olapa,Cheirodendron,forbesii,.,.,CHFO4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6510,lapalapa,Cheirodendron,platyphyllum,.,.,CHPL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6514,olapalapa,Cheirodendron,trigynum,.,.,CHTR2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6517,alaweo,Chenopodium,oahuense,.,.,CHOA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6519,hueso,Chionanthus,axilliflorus,.,.,CHAX2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6520,bridgotree,Chionanthus,compactus,.,.,CHCO12,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6521,white rosewood,Chionanthus,domingensis,.,.,CHDO4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6522,hueso prieto,Chionanthus,holdridgei,.,.,CHHO4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6523,cabra blanca,Chionanthus,ligustrinus,.,.,CHLI6,U,U,U,"C, U",C,.,.,.
MSL,.,8,.,6524,Chinese fringetree,Chionanthus,retusus,.,.,CHRE9,.,U,U,U,.,.,U,.
MSL,.,.,.,6525,vitiensis,Chionanthus,vitiensis,.,.,CHVI22,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6526,puntaj jayuya,Chione,seminervis,.,.,CHSE5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6528,fatpork,Chione,venosa,.,.,CHVE4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6529,african teak,Chlorophora,excelsa,.,.,CHEX5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6532,silk-floss tree,Chorisia,speciosa,.,.,CHSP13,U,U,U,"C, U",C,.,.,.
MSL,IOS,.,.,6535,icaco coco plum,Chrysobalanus,icaco,.,.,CHIC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,431,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,chrysophylla,.,CHCHC4,"R, U","PNWS, U",U,U,.,.,.,P2
MSL,.,.,.,6539,bastard redwood,Chrysophyllum,argenteum,.,.,CHAR6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6541,star apple,Chrysophyllum,cainito,.,.,CHCA10,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6542,satinleaf,Chrysophyllum,oliviforme,.,.,CHOL,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6543,camito de perro,Chrysophyllum,pauciflorum,.,.,CHPA31,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6546,Chamissos manfern,Cibotium,chamissoi,.,.,CICH,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6547,hapuu,Cibotium,glaucum,.,.,CIGL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6545,Hawaiian tree fern,Cibotium,heleniae,.,.,CIHE7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6548,hapuu li,Cibotium,menziesii,.,.,CIME8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6549,manfern,Cibotium,spp.,.,.,CIBOT,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6552,quinine,Cinchona,pubescens,.,.,CIPU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6554,cassia,Cinnamomum,aromaticum,.,.,CIAR8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6555,Padang cassia,Cinnamomum,burmannii,.,.,CIBU2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,858,camphortree,Cinnamomum,camphora,.,.,CICA,"R, U","P, U",U,"R, C, U",C,P,.,P2
MSL,.,.,.,6557,ochod,Cinnamomum,carolinense,.,.,CICA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6559,laurel avispillo,Cinnamomum,elongatum,.,.,CIEL2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6560,avispillo,Cinnamomum,montanum,.,.,CIMO3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6561,ochod,Cinnamomum,pedatinervium,.,.,CIPE6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6562,matieu,Cinnamomum,sessilifolium,.,.,CISE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6564,cinnamon,Cinnamomum,verum,.,.,CIVE2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6565,juniper berry,Citharexylum,caudatum,.,.,CICA8,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6567,spiny fiddlewood,Citharexylum,spinosum,.,.,CISP3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6570,samoensis,Citronella,samoensis,.,.,CISA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6572,Lime (Tipolo),Citrus,aurantifolia,.,.,CIAU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6579,limon china,Citrus,hystrix,.,.,CIHY2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6580,"kahet, wild orange",Citrus,macroptera,.,.,CIMA10,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6581,Citrus maxima,Citrus,maxima,.,.,CIMA5,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6582,Citrus medica,Citrus,medica,.,.,CIME3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6583,"calamondin, kingkang",Citrus,mitis,.,.,CIMI3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6584,Citrus reticulata,Citrus,reticulata,.,.,CIRE3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,860,citrus spp.,Citrus,spp.,.,.,CITRU2,"R, U","P, U",U,"R, C, U",C,P,.,P2
MSL,.,.,.,6573,key lime,Citrus,x aurantiifolia,.,.,CIAU7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6574,sour orange,Citrus,x aurantium,.,.,CIAU8,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6575,lemon,Citrus,x limon,.,.,CILI5,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,6576,grapefruit,Citrus,x paradisi,.,.,CIPA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6577,sweet orange,Citrus,x sinensis,.,.,CISI3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,481,yellowwood,Cladrastis,kentukea,.,.,CLKE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6586,koee,Claoxylon,carolinianum,.,.,CLCA15,U,"P, U",U,U,.,P,.,.
